Article_number;Stock;Stock_BE;ETA;ETA_Confirmed;Status;Classe_comm;last_update
71767/50/31;0;43;;;;Neutral;19.07.2026
73406/01/30;0;116;;;;Neutral;19.07.2026
73406/05/30;0;36;;;;Neutral;19.07.2026
74114/01/02;0;105;;;;Competitive;19.07.2026
74114/01/30;0;38;30/09/2026;;;Competitive;19.07.2026
74114/03/02;0;131;;;;Competitive;19.07.2026
74114/03/30;0;0;;;Liquidation;Competitive;19.07.2026
74116/03/02;0;58;30/09/2026;;;Neutral;19.07.2026
74116/03/30;0;63;;;;Neutral;19.07.2026
74119/15/30;0;0;;21/07/2026;;Neutral;19.07.2026
74217/01/44;0;0;;;Liquidation;Neutral;19.07.2026
74217/01/66;0;0;;;Liquidation;Neutral;19.07.2026
74403/04/30;0;150;;;;Neutral;19.07.2026
74403/06/30;0;0;;;Liquidation;Neutral;19.07.2026
74404/01/65;0;68;30/09/2026;;;Neutral;19.07.2026
74404/05/65;0;45;;;;Neutral;19.07.2026
74404/13/65;0;41;15/10/2026;;;Neutral;19.07.2026
74405/01/62;0;0;15/10/2026;21/07/2026;;Competitive;19.07.2026
74405/03/62;0;84;15/11/2026;;;Competitive;19.07.2026
74405/13/62;0;61;15/10/2026;;;Competitive;19.07.2026
74410/01/65;0;0;;;Liquidation;Competitive;19.07.2026
74417/01/33;6;0;;;Dropped out;;19.07.2026
74417/01/66;37;0;;;Dropped out;;19.07.2026
74419/07/30;0;35;;;;Neutral;19.07.2026
74419/20/30;0;59;30/09/2026;;;Neutral;19.07.2026
74419/25/30;0;47;30/09/2026;;;Neutral;19.07.2026
74420/05/65;0;0;;21/07/2026;New Phase 1;Premium;19.07.2026
74420/07/65;0;29;15/11/2026;;;Premium;19.07.2026
74420/12/65;0;0;;21/07/2026;;Premium;19.07.2026
74420/14/65;0;31;30/09/2026;;;Premium;19.07.2026
74519/05/30;0;0;;21/07/2026;;Neutral;19.07.2026
76164/40/30;0;49;;;;Competitive;19.07.2026
76464/01/30;0;53;;;;Competitive;19.07.2026
76464/02/30;0;42;;;;Competitive;19.07.2026
76464/03/30;0;50;;;;Competitive;19.07.2026
77185/30/30;1;0;;;Dropped out;;19.07.2026
77185/40/30;1;0;;;Dropped out;;19.07.2026
77280/05/30;0;58;;;;Competitive;19.07.2026
77280/05/31;0;59;;;;Competitive;19.07.2026
77281/01/36;4;0;;;Dropped out;;19.07.2026
77286/02/30;0;75;;;;Neutral;19.07.2026
77286/02/31;0;53;;;;Neutral;19.07.2026
77287/05/30;0;59;;;;Neutral;19.07.2026
77288/03/02;0;457;;;;Competitive;19.07.2026
77288/03/30;0;150;;;;Competitive;19.07.2026
77288/03/31;0;310;;;;Competitive;19.07.2026
77289/03/02;0;153;;;;Competitive;19.07.2026
77289/03/30;0;106;15/09/2026;;;Competitive;19.07.2026
77289/03/31;1;61;30/09/2026;;;Competitive;19.07.2026
77292/12/33;0;70;;;;Essential;19.07.2026
77292/12/41;0;53;;;;Essential;19.07.2026
77292/12/55;0;65;;;;Essential;19.07.2026
77489/33/33;0;80;;;;Competitive;19.07.2026
77489/33/41;0;74;15/09/2026;;;Competitive;19.07.2026
77489/33/66;0;62;15/09/2026;;;Competitive;19.07.2026
77490/26/15;0;64;;;;Neutral;19.07.2026
77490/26/34;0;72;;;;Neutral;19.07.2026
77492/07/41;0;64;;;;Essential;19.07.2026
77492/07/55;0;62;;;;Essential;19.07.2026
77493/07/33;0;49;;;;Essential;19.07.2026
77493/07/41;0;44;;;;Essential;19.07.2026
77500/01/31;0;500;;;;Competitive;19.07.2026
77500/01/36;0;500;;;;Competitive;19.07.2026
77500/01/43;0;500;;;;Competitive;19.07.2026
77500/01/66;0;500;;;;Competitive;19.07.2026
77591/15/33;0;57;;;;Essential;19.07.2026
77591/15/41;0;57;;;;Essential;19.07.2026
77974/15/21;24;0;;;Dropped out;;19.07.2026
77975/05/30;1;0;;;Dropped out;;19.07.2026
77977/01/30;0;214;;;;Competitive;19.07.2026
77977/12/30;0;500;;;;Competitive;19.07.2026
77977/13/30;0;284;;;;Competitive;19.07.2026
77978/01/02;6;126;;;;Competitive;19.07.2026
77978/01/30;0;126;;;;Competitive;19.07.2026
77978/02/02;0;160;;;;Competitive;19.07.2026
77978/02/30;0;151;;;;Competitive;19.07.2026
77978/04/02;0;54;;;;Competitive;19.07.2026
77978/04/30;0;42;;03/08/2026;;Competitive;19.07.2026
77978/13/02;0;111;;;;Competitive;19.07.2026
77978/13/30;0;104;15/09/2026;;;Competitive;19.07.2026
77979/01/02;0;130;15/09/2026;03/08/2026;;Competitive;19.07.2026
77979/01/30;0;63;31/10/2026;03/08/2026;;Competitive;19.07.2026
77979/02/02;0;74;31/10/2026;03/08/2026;;Competitive;19.07.2026
77979/02/30;0;54;31/10/2026;;;Competitive;19.07.2026
77979/04/02;0;84;;03/08/2026;;Competitive;19.07.2026
77979/04/30;0;64;;;;Competitive;19.07.2026
77979/13/02;0;157;15/09/2026;;;Competitive;19.07.2026
77979/13/30;0;120;;;;Competitive;19.07.2026
77980/01/30;0;465;;;;Competitive;19.07.2026
77980/02/30;0;410;;;;Competitive;19.07.2026
77980/04/30;0;54;;;;Competitive;19.07.2026
77980/13/30;0;325;;;;Competitive;19.07.2026
78100/42/30;0;84;;;;Competitive;19.07.2026
78101/60/30;0;101;;;;Competitive;19.07.2026
78102/30/41;0;7;15/09/2026;10/08/2026;;Competitive;19.07.2026
78102/72/41;0;139;31/10/2026;;;Competitive;19.07.2026
78150/35/60;0;443;;;;Neutral;19.07.2026
78150/48/60;0;475;;;;Neutral;19.07.2026
78151/12/61;1;41;;;;Competitive;19.07.2026
78151/18/61;0;129;;;;Competitive;19.07.2026
78174/40/30;0;305;30/09/2026;21/08/2026;;Competitive;19.07.2026
78174/40/31;0;500;;;;Competitive;19.07.2026
78174/40/33;0;47;15/09/2026;21/08/2026;;Competitive;19.07.2026
78174/40/36;0;108;;;;Competitive;19.07.2026
78199/01/30;0;347;;;;Competitive;19.07.2026
78200/22/30;0;51;;;;Neutral;19.07.2026
78200/33/30;0;56;;;;Neutral;19.07.2026
78274/01/30;0;108;;;;Competitive;19.07.2026
78374/50/30;0;56;;;;Competitive;19.07.2026
78385/20/31;2;0;;;Dropped out;;19.07.2026
78385/32/31;1;0;;;Dropped out;;19.07.2026
78392/01/30;1;0;;;Dropped out;;19.07.2026
78403/40/30;0;84;;;;Essential;19.07.2026
78403/40/41;0;79;;;;Essential;19.07.2026
78404/59/31;0;116;;;New Phase 1;Essential;19.07.2026
78405/36/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
78502/14/41;0;108;;;;Essential;19.07.2026
78505/12/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
78583/34/30;1;0;;;Dropped out;;19.07.2026
78595/01/02;0;82;;;;Competitive;19.07.2026
78595/01/30;0;105;;;;Competitive;19.07.2026
78596/01/30;0;89;;;;Competitive;19.07.2026
78598/01/30;0;500;;;;Competitive;19.07.2026
78599/01/30;0;78;;;;Competitive;19.07.2026
78702/48/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
78705/36/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
79110/30/30;0;203;;;;Competitive;19.07.2026
79110/30/31;0;74;31/10/2026;;;Competitive;19.07.2026
79110/35/31;0;0;;;Liquidation;Competitive;19.07.2026
79110/40/31;0;333;;;;Competitive;19.07.2026
79111/24/30;0;195;;10/08/2026;;Competitive;19.07.2026
79111/24/31;0;495;;;;Competitive;19.07.2026
79111/30/30;0;50;;10/08/2026;;Competitive;19.07.2026
79111/30/31;0;29;31/10/2026;;;Competitive;19.07.2026
79111/36/30;0;458;;;;Competitive;19.07.2026
79111/36/31;0;245;;;;Competitive;19.07.2026
79111/40/30;0;436;;;;Competitive;19.07.2026
79111/40/31;0;180;;;;Competitive;19.07.2026
79158/01/12;0;73;;;;Competitive;19.07.2026
79158/01/31;0;134;;;;Competitive;19.07.2026
79158/02/12;0;192;;;;Competitive;19.07.2026
79158/02/31;0;233;;;;Competitive;19.07.2026
79177/06/01;0;101;30/09/2026;;;Competitive;19.07.2026
79177/06/30;0;158;;;;Competitive;19.07.2026
79177/06/31;0;66;15/10/2026;;;Competitive;19.07.2026
79177/12/01;0;80;31/10/2026;10/08/2026;;Competitive;19.07.2026
79177/12/30;0;102;;;;Competitive;19.07.2026
79177/12/31;0;77;;;;Competitive;19.07.2026
79182/18/30;0;135;;;;Competitive;19.07.2026
79182/18/31;0;77;;;;Competitive;19.07.2026
79182/24/30;0;88;;;;Competitive;19.07.2026
79182/24/31;0;92;;;;Competitive;19.07.2026
79182/36/30;0;52;;;;Competitive;19.07.2026
79182/36/31;0;77;;;;Competitive;19.07.2026
79185/20/02;0;77;15/10/2026;;;Competitive;19.07.2026
79185/20/30;0;72;30/09/2026;;;Competitive;19.07.2026
79185/20/31;0;61;30/09/2026;;;Competitive;19.07.2026
79185/30/02;0;119;21/08/2026;10/08/2026;;Competitive;19.07.2026
79185/30/30;0;143;21/08/2026;10/08/2026;;Competitive;19.07.2026
79185/30/31;0;124;31/10/2026;;;Competitive;19.07.2026
79185/40/02;0;95;31/10/2026;;;Competitive;19.07.2026
79185/40/30;0;101;;;;Competitive;19.07.2026
79185/40/31;0;51;;10/08/2026;;Competitive;19.07.2026
79185/50/02;0;50;;10/08/2026;;Competitive;19.07.2026
79185/50/30;0;16;31/10/2026;;;Competitive;19.07.2026
79185/50/31;0;87;;;;Competitive;19.07.2026
79185/80/02;0;36;15/11/2026;;;Competitive;19.07.2026
79185/80/30;0;54;;;;Competitive;19.07.2026
79185/80/31;0;53;;;;Competitive;19.07.2026
79187/01/02;0;263;15/11/2026;;;Competitive;19.07.2026
79187/01/30;0;153;;;;Competitive;19.07.2026
79187/01/31;1;54;;10/08/2026;;Competitive;19.07.2026
79190/24/61;0;500;31/10/2026;10/08/2026;;Competitive;19.07.2026
79190/36/61;0;178;;10/08/2026;;Competitive;19.07.2026
79190/45/61;0;500;;;;Competitive;19.07.2026
79198/22/61;4;481;;;;Competitive;19.07.2026
79198/32/61;0;142;;;;Competitive;19.07.2026
79198/42/61;0;500;;;;Competitive;19.07.2026
79199/14/61;0;500;;;;Competitive;19.07.2026
79199/26/61;0;500;;;;Competitive;19.07.2026
79199/32/61;0;500;;;;Competitive;19.07.2026
79200/08/30;0;0;15/10/2026;10/08/2026;;Neutral;19.07.2026
79200/08/31;0;62;;10/08/2026;;Neutral;19.07.2026
79201/09/30;0;73;;;;Competitive;19.07.2026
79201/09/31;0;51;;;;Competitive;19.07.2026
79297/08/12;0;206;;;;Competitive;19.07.2026
79297/12/12;0;121;;;;Competitive;19.07.2026
79581/05/30;0;81;;;;Neutral;19.07.2026
79781/05/30;0;60;31/10/2026;;;Neutral;19.07.2026
79781/10/30;0;65;30/09/2026;;;Neutral;19.07.2026
80102/06/62;31;0;;;Dropped out;;19.07.2026
80104/06/62;31;0;;;Dropped out;;19.07.2026
80105/06/62;31;0;;;Dropped out;;19.07.2026
80151/01/70;0;88;;;;Neutral;19.07.2026
80171/01/70;0;78;;;;Neutral;19.07.2026
81901/25/31;0;349;;;;Competitive;19.07.2026
91/00524/00;0;45;;;;Neutral;19.07.2026
91/02404/60;0;6;;;;Neutral;19.07.2026
91/03413/41;1;6;;;;Neutral;19.07.2026
91/03707/41;3;0;;;Dropped out;;19.07.2026
91/03843/21;0;183;;;;Neutral;19.07.2026
91/04202/30;0;0;;;;Neutral;19.07.2026
91/05747/30;0;0;;;;Competitive;19.07.2026
91/05747/97;0;0;15/09/2026;;;Competitive;19.07.2026
91/06417/30;0;0;;;Liquidation;Neutral;19.07.2026
91/08109/33;0;0;;;;Competitive;19.07.2026
91/08408/30;5;35;;;;Neutral;19.07.2026
91/09831/30;0;70;;;;Neutral;19.07.2026
91/09831/31;0;36;;;;Neutral;19.07.2026
91/09926/30;0;36;;;;Neutral;19.07.2026
91/10503/30;0;6;;;;Neutral;19.07.2026
91/10519/30;0;1;;;;Neutral;19.07.2026
91/10519/33;0;0;;;;Neutral;19.07.2026
91/10519/44;0;0;;;;Neutral;19.07.2026
91/10519/53;0;1;;;;Neutral;19.07.2026
91/10719/30;0;0;;;;Neutral;19.07.2026
91/10719/33;0;0;;;;Neutral;19.07.2026
91/10719/44;0;5;;;;Neutral;19.07.2026
91/10719/53;0;0;;;;Neutral;19.07.2026
91/13958/30;0;0;;;;Neutral;19.07.2026
91/14899/60;0;85;;;;Neutral;19.07.2026
91/21435/25;0;10;;;;Neutral;19.07.2026
91/21442/40;0;0;;;;Neutral;19.07.2026
91/21442/60;0;0;;;;Neutral;19.07.2026
91/22969/12;0;2;;;;Competitive;19.07.2026
91/22974/30;0;18;;;;Neutral;19.07.2026
91/23461/00;0;1;;;;Neutral;19.07.2026
91/24205/05;0;0;15/10/2026;10/08/2026;;Vibes;19.07.2026
91/24407/00;0;27;;;;Neutral;19.07.2026
91/27100/30;0;47;;;;Neutral;19.07.2026
91/27881/30;0;2;;;;Neutral;19.07.2026
91/30188/30;0;0;;;;Neutral;19.07.2026
91/30460/38;0;2;;;;Neutral;19.07.2026
91/30672/00;0;66;;;;Neutral;19.07.2026
91/30793/72;1;0;;;Dropped out;;19.07.2026
91/30794/00;0;18;;;;Neutral;19.07.2026
91/30794/36;0;3;;;;Neutral;19.07.2026
91/30794/72;0;0;;;Liquidation;Neutral;19.07.2026
91/31459/36;1;0;;;Dropped out;;19.07.2026
91/31798/97;0;0;;;Liquidation;Neutral;19.07.2026
91/34539/41;0;11;;;;Neutral;19.07.2026
91/34540/02;0;0;15/09/2026;;;Neutral;19.07.2026
91/35100/00;0;47;;;;Neutral;19.07.2026
91/36712/30;0;32;;;;Neutral;19.07.2026
91/36712/61;0;0;;;;Competitive;19.07.2026
91/42502/30;1;0;;;Dropped out;;19.07.2026
91/42702/30;7;0;;;Liquidation;Neutral;19.07.2026
91/42702/41;1;0;;;Dropped out;;19.07.2026
91/45259/15;0;0;;;Liquidation;Neutral;19.07.2026
91/45409/18;0;3;;;;Neutral;19.07.2026
91/45409/19;0;2;;;;Neutral;19.07.2026
91/45409/20;0;8;;;;Neutral;19.07.2026
91/45409/21;0;5;;;;Neutral;19.07.2026
91/45409/23;0;8;;;;Neutral;19.07.2026
91/45409/24;0;6;;;;Neutral;19.07.2026
91/45409/26;0;8;;;;Neutral;19.07.2026
91/45409/27;0;6;;;;Neutral;19.07.2026
91/45459/18;0;1;;;;Neutral;19.07.2026
91/45459/20;0;0;;;Liquidation;Neutral;19.07.2026
91/45459/23;0;2;;;;Neutral;19.07.2026
91/45459/26;0;0;;;Liquidation;Neutral;19.07.2026
91/45494/06;0;16;;;;Neutral;19.07.2026
91/45494/30;0;9;15/09/2026;;;Neutral;19.07.2026
91/45709/45;0;3;;;;Neutral;19.07.2026
91/45709/46;0;1;;;;Neutral;19.07.2026
91/46403/00;0;34;;;;Neutral;19.07.2026
91/46403/11;0;8;;;;Neutral;19.07.2026
91/46520/02;0;1;;;;Neutral;19.07.2026
91/46520/08;0;0;;;;Neutral;19.07.2026
91/46520/17;0;3;;;;Neutral;19.07.2026
91/47507/43;0;0;;;Liquidation;Neutral;19.07.2026
91/68211/31;0;23;;;;Neutral;19.07.2026
91/68511/31;0;13;;;;Neutral;19.07.2026
91/71536/41;1;2;;;;Neutral;19.07.2026
91/74404/12;0;29;;;;Neutral;19.07.2026
91/74404/65;0;0;;;;Neutral;19.07.2026
91/74405/03;0;7;;;;Neutral;19.07.2026
91/74420/15;0;8;;;;Neutral;19.07.2026
91/74420/25;0;8;;;;Neutral;19.07.2026
91/74420/50;0;7;;;;Neutral;19.07.2026
91/79185/20;0;19;;;;Competitive;19.07.2026
91/79185/30;0;9;30/09/2026;;;Competitive;19.07.2026
91/79185/40;0;16;;;;Competitive;19.07.2026
91/79185/50;0;1;;10/08/2026;;Competitive;19.07.2026
91/79185/60;1;19;;;;Competitive;19.07.2026
91/79185/80;0;0;30/09/2026;10/08/2026;;Competitive;19.07.2026
91/79200/08;0;0;;;;Neutral;19.07.2026
91/90000/30;0;156;;;;Neutral;19.07.2026
91/90001/30;0;500;;;;Neutral;19.07.2026
91/90019/31;0;0;;;Liquidation;Neutral;19.07.2026
91/90024/30;0;19;;;;Neutral;19.07.2026
91/90025/30;0;32;;;;Neutral;19.07.2026
91/90026/30;0;4;;10/08/2026;;Neutral;19.07.2026
91/90100/30;0;185;;;;Neutral;19.07.2026
91/90101/30;0;0;;;;Neutral;19.07.2026
91/90101/60;0;0;;;;Neutral;19.07.2026
91/90102/30;0;0;;;;Neutral;19.07.2026
91/90103/30;0;0;;;;Neutral;19.07.2026
91000/00/00;5;0;;;;Neutral;19.07.2026
92/00430/60;0;0;15/10/2026;;;Neutral;19.07.2026
92/03433/60;0;3;;;;Neutral;19.07.2026
92/04202/61;0;6;;;;Neutral;19.07.2026
92/04203/60;0;15;;;;Neutral;19.07.2026
92/04203/61;0;1;;;;Neutral;19.07.2026
92/04211/61;0;8;;;;Neutral;19.07.2026
92/04215/02;0;2;;;;Neutral;19.07.2026
92/04215/30;0;2;;;;Neutral;19.07.2026
92/05522/60;0;16;;;;Neutral;19.07.2026
92/05538/61;0;4;;21/07/2026;;Neutral;19.07.2026
92/05539/61;0;0;;21/07/2026;;Neutral;19.07.2026
92/05548/61;0;7;;;;Neutral;19.07.2026
92/05550/15;0;12;;;;Neutral;19.07.2026
92/05550/20;0;14;;;;Neutral;19.07.2026
92/05551/61;0;9;;;;Neutral;19.07.2026
92/05552/61;0;13;;;;Neutral;19.07.2026
92/06520/61;0;0;;;Liquidation;Neutral;19.07.2026
92/07104/00;0;14;;;;Neutral;19.07.2026
92/07213/67;0;12;;;;Neutral;19.07.2026
92/09205/00;2;44;;;;Neutral;19.07.2026
92/09400/00;2;0;;;Dropped out;;19.07.2026
92/10125/41;0;8;30/09/2026;10/08/2026;;Neutral;19.07.2026
92/10125/53;0;16;;;;Neutral;19.07.2026
92/10125/61;0;138;;;;Neutral;19.07.2026
92/10410/65;0;0;;;Liquidation;Neutral;19.07.2026
92/10526/61;0;5;;;;Neutral;19.07.2026
92/10527/61;0;14;;;;Neutral;19.07.2026
92/10725/41;0;30;;;;Neutral;19.07.2026
92/10725/53;0;29;;;;Neutral;19.07.2026
92/11811/60;0;0;15/10/2026;;;Neutral;19.07.2026
92/11870/00;2;14;;;;Neutral;19.07.2026
92/11870/67;0;27;;;;Neutral;19.07.2026
92/11871/00;0;13;31/10/2026;;;Neutral;19.07.2026
92/11871/01;0;20;;;;Neutral;19.07.2026
92/11874/60;0;0;;;Liquidation;Neutral;19.07.2026
92/12157/00;0;126;;;;Neutral;19.07.2026
92/12315/00;0;98;;;;Neutral;19.07.2026
92/12450/00;0;122;;;;Neutral;19.07.2026
92/12561/00;3;0;;03/08/2026;;Neutral;19.07.2026
92/13135/31;0;0;;;;Competitive;19.07.2026
92/13452/31;0;4;;;;Neutral;19.07.2026
92/13452/32;0;3;;;;Neutral;19.07.2026
92/13494/60;0;34;;;;Neutral;19.07.2026
92/13494/62;0;35;;;;Neutral;19.07.2026
92/13544/61;0;1;;;;Neutral;19.07.2026
92/13594/60;0;1;15/10/2026;;New Phase 1;Neutral;19.07.2026
92/13702/00;1;0;;;Dropped out;;19.07.2026
92/14880/30;0;9;;;;Neutral;19.07.2026
92/14881/00;0;2;15/10/2026;;;Neutral;19.07.2026
92/14882/60;0;9;;;;Neutral;19.07.2026
92/14893/60;2;24;;;;Neutral;19.07.2026
92/17504/03;0;2;;03/08/2026;;Neutral;19.07.2026
92/17504/11;0;3;;;;Neutral;19.07.2026
92/17553/00;0;0;;;Liquidation;Neutral;19.07.2026
92/17993/65;0;0;;;;Neutral;19.07.2026
92/17999/65;0;13;;;;Competitive;19.07.2026
92/19792/00;0;17;;;;Neutral;19.07.2026
92/19792/01;0;5;;;;Neutral;19.07.2026
92/21430/30;0;0;;;Liquidation;Neutral;19.07.2026
92/21441/62;0;0;;21/08/2026;;Vibes;19.07.2026
92/24404/61;0;46;;;;Neutral;19.07.2026
92/24406/96;0;29;15/10/2026;;;Neutral;19.07.2026
92/25114/42;0;23;;;;Premium;19.07.2026
92/25115/61;0;8;;;;Neutral;19.07.2026
92/25115/65;0;10;;;;Neutral;19.07.2026
92/25117/61;0;0;;;;Neutral;19.07.2026
92/25117/62;0;4;;;;Neutral;19.07.2026
92/25117/65;0;0;;;;Neutral;19.07.2026
92/25400/38;0;2;;;Liquidation;Neutral;19.07.2026
92/25401/45;0;0;;;Liquidation;Neutral;19.07.2026
92/25405/20;0;0;;;Liquidation;Neutral;19.07.2026
92/25405/30;0;0;;;;Neutral;19.07.2026
92/25405/41;0;5;;;;Neutral;19.07.2026
92/25413/61;0;0;27/10/2026;;;Neutral;19.07.2026
92/25414/20;0;32;;;;Premium;19.07.2026
92/25414/50;0;21;;;;Premium;19.07.2026
92/25415/61;0;8;;;;Neutral;19.07.2026
92/25415/65;0;5;;;;Neutral;19.07.2026
92/25417/00;0;2;;;;Neutral;19.07.2026
92/25417/61;0;0;;;;Neutral;19.07.2026
92/25417/62;0;0;;;;Neutral;19.07.2026
92/25417/65;0;0;;;;Neutral;19.07.2026
92/25516/61;0;10;;;;Competitive;19.07.2026
92/27100/60;0;36;;;;Neutral;19.07.2026
92/27821/60;0;16;;;;Neutral;19.07.2026
92/27883/01;0;0;;;;Neutral;19.07.2026
92/27883/02;0;0;;;;Neutral;19.07.2026
92/27883/03;0;0;;;;Neutral;19.07.2026
92/27883/14;0;8;;;;Neutral;19.07.2026
92/27883/20;0;2;;;;Neutral;19.07.2026
92/27883/22;0;1;;;;Neutral;19.07.2026
92/27883/27;0;11;;;;Neutral;19.07.2026
92/27883/28;0;3;;;;Neutral;19.07.2026
92/27883/39;0;25;;;;Neutral;19.07.2026
92/27883/44;0;4;;;;Neutral;19.07.2026
92/28850/00;0;3;;03/08/2026;;Neutral;19.07.2026
92/30186/62;0;4;;;;Neutral;19.07.2026
92/30267/61;0;1;;;;Neutral;19.07.2026
92/30460/60;0;0;;;Liquidation;Neutral;19.07.2026
92/30491/61;0;5;;;;Neutral;19.07.2026
92/34351/00;1;0;;;Dropped out;;19.07.2026
92/34438/20;0;37;;;;Neutral;19.07.2026
92/34438/28;1;35;31/10/2026;;;Neutral;19.07.2026
92/34438/29;0;0;;;;Neutral;19.07.2026
92/34438/40;0;0;15/10/2026;;;Neutral;19.07.2026
92/34438/41;0;0;;;;Neutral;19.07.2026
92/34728/00;1;0;;;Dropped out;;19.07.2026
92/45101/40;0;0;;10/08/2026;;Neutral;19.07.2026
92/45194/25;1;30;;;;Neutral;19.07.2026
92/45200/61;0;77;;;;Neutral;19.07.2026
92/45386/14;0;29;;;;Neutral;19.07.2026
92/45386/20;0;20;;;;Neutral;19.07.2026
92/45386/21;0;15;;;;Neutral;19.07.2026
92/45386/30;0;36;;;;Neutral;19.07.2026
92/45386/31;0;25;;;;Neutral;19.07.2026
92/45401/50;0;5;;;;Neutral;19.07.2026
92/45402/20;0;33;15/09/2026;;;Neutral;19.07.2026
92/45402/30;0;0;15/09/2026;;;Neutral;19.07.2026
92/45405/16;0;32;;;;Neutral;19.07.2026
92/45405/21;0;31;;;;Neutral;19.07.2026
92/45408/31;0;7;15/10/2026;;;Neutral;19.07.2026
92/45408/32;0;6;15/09/2026;10/08/2026;;Neutral;19.07.2026
92/45408/33;0;24;;;;Neutral;19.07.2026
92/45408/60;0;0;15/09/2026;;;Neutral;19.07.2026
92/45408/61;0;26;15/09/2026;;;Neutral;19.07.2026
92/45408/62;0;29;;;;Neutral;19.07.2026
92/45408/64;0;13;15/09/2026;;;Neutral;19.07.2026
92/45408/65;0;7;15/09/2026;10/08/2026;;Neutral;19.07.2026
92/45408/66;0;0;15/10/2026;10/08/2026;;Neutral;19.07.2026
92/45410/61;0;30;;;;Neutral;19.07.2026
92/45474/65;2;30;30/09/2026;;;Neutral;19.07.2026
92/45491/61;0;32;;;;Neutral;19.07.2026
92/45493/33;0;10;15/10/2026;;;Neutral;19.07.2026
92/45493/62;0;31;15/09/2026;;;Neutral;19.07.2026
92/45494/16;0;39;;10/08/2026;;Neutral;19.07.2026
92/45494/18;0;6;;;;Neutral;19.07.2026
92/45494/22;0;35;15/09/2026;;;Neutral;19.07.2026
92/45494/33;1;40;;;;Neutral;19.07.2026
92/45497/15;0;0;;10/08/2026;;Neutral;19.07.2026
92/45497/20;0;0;;10/08/2026;;Neutral;19.07.2026
92/45498/60;0;0;;;Liquidation;Neutral;19.07.2026
92/45561/01;1;0;;;;Neutral;19.07.2026
92/45568/65;0;6;;;;Neutral;19.07.2026
92/45570/01;0;10;;;;Neutral;19.07.2026
92/45593/33;0;0;;;;Neutral;19.07.2026
92/45593/62;0;0;;;;Neutral;19.07.2026
92/46100/30;0;31;;;;Neutral;19.07.2026
92/46100/45;0;18;;;;Neutral;19.07.2026
92/46100/60;0;3;;;;Neutral;19.07.2026
92/46100/80;0;10;;;;Neutral;19.07.2026
92/46413/61;0;20;;;;Competitive;19.07.2026
92/46413/65;0;23;;;;Competitive;19.07.2026
92/46417/10;0;19;;;;Neutral;19.07.2026
92/46417/11;0;3;;;;Neutral;19.07.2026
92/46417/15;0;39;;;;Neutral;19.07.2026
92/46417/20;0;24;;;;Neutral;19.07.2026
92/46417/21;0;6;;;;Neutral;19.07.2026
92/46417/25;0;47;;;;Neutral;19.07.2026
92/63800/60;0;8;;;;Neutral;19.07.2026
92/70163/12;0;91;;;;Neutral;19.07.2026
92/70163/14;0;142;;;;Neutral;19.07.2026
92/70163/16;0;51;;;;Neutral;19.07.2026
92/70163/18;0;18;;;;Neutral;19.07.2026
92/70184/11;1;228;;;;Neutral;19.07.2026
92/70184/12;0;500;;;;Neutral;19.07.2026
92/70434/65;0;0;;;Liquidation;Neutral;19.07.2026
92/70434/67;0;0;;;;Neutral;19.07.2026
92/70434/68;0;0;;;;Neutral;19.07.2026
92/70463/50;0;1;;;;Neutral;19.07.2026
92/70483/11;0;193;;;;Neutral;19.07.2026
92/71265/60;0;16;;;;Neutral;19.07.2026
92/71544/67;0;1;;;;Neutral;19.07.2026
92/74116/61;0;0;;21/07/2026;;Competitive;19.07.2026
92/74116/65;0;0;;21/07/2026;;Competitive;19.07.2026
92/74404/65;0;0;30/09/2026;21/07/2026;;Neutral;19.07.2026
92/74405/62;0;0;;21/07/2026;;Neutral;19.07.2026
92/74410/65;0;0;;;Liquidation;Neutral;19.07.2026
92/74419/20;0;1;;;;Neutral;19.07.2026
92/74420/18;0;0;;21/07/2026;;Neutral;19.07.2026
92/74420/20;0;0;;;;Neutral;19.07.2026
92/77286/61;0;13;;;;Neutral;19.07.2026
92/77287/61;0;0;;;;Neutral;19.07.2026
92/77468/01;0;0;;;Liquidation;Neutral;19.07.2026
92/77977/65;0;56;;;;Neutral;19.07.2026
92/77979/02;0;80;;;;Neutral;19.07.2026
92/77979/65;0;49;;;;Neutral;19.07.2026
92/78194/65;0;0;;;;Neutral;19.07.2026
92/78394/65;0;11;;;;Neutral;19.07.2026
92/79158131;0;0;;;;Neutral;19.07.2026
93/00001/30;0;148;;;;Competitive;19.07.2026
93/00004/31;0;0;;;;Neutral;19.07.2026
93/00005/31;0;0;;;;Neutral;19.07.2026
93/00006/31;0;0;;;;Neutral;19.07.2026
93/00131/00;0;12;;;;Neutral;19.07.2026
93/00430/03;0;0;;;;Neutral;19.07.2026
93/00430/15;0;23;;;;Neutral;19.07.2026
93/00430/20;0;6;;;;Neutral;19.07.2026
93/03703/30;1;0;;;Liquidation;Neutral;19.07.2026
93/03703/31;0;4;;;;Neutral;19.07.2026
93/05745/00;0;5;;;;Neutral;19.07.2026
93/06529/00;0;3;;;;Neutral;19.07.2026
